,quadragram,PMI
0,"('Uh', 'huh', 'yeah', 'Uh')",39.73242243801843
1,"('huh', 'yeah', 'Uh', 'huh')",39.05435053290579
2,"('yeah', 'Uh', 'huh', 'yeah')",38.14745993729727
3,"('stay', 'hungry', 'stay', 'Foolish')",37.38107679629597
4,"('la', 'epocum', 'del', 'mito')",36.52828172123821
5,"('lum', 'lum', 'lum', 'lum')",34.06637285155846
6,"('oh', 'oh', 'oh', 'oh')",33.94331922051704
7,"('open', 'highway', 'like', 'Frankie')",33.60313942107347
8,"('Dance', 'Dance', 'Dance', 'Dance')",33.444710058468985
9,"('miss', 'my', 'lo-o', 'ove')",33.15070965844809
10,"('here', 'rude', 'boy', 'boy')",31.41500982425356
11,"('into', 'la', 'epocum', 'del')",31.373463612186104
12,"('highway', 'like', 'Frankie', 'say')",31.06708652083326
13,"('number', 'number', 'number', 'number')",30.860393260164724
14,"('drive', 'slow', 'on', 'Sunday')",30.23277583196888
15,"('gonnon', 'miss', 'my', 'lo-o')",29.980784657005785
16,"('know', 'how', 'misery', 'lov')",29.97449245670118
17,"('article', 'and', 'press', 'release')",29.96688769165545
18,"('2x', 'come', 'here', 'rude')",29.850022023293675
19,"('gonnon', 'miss', 'my', 'lovin')",29.810859655563466
20,"(""'m"", 'takin', ""'"", 'back')",29.714500530021166
21,"('tread', 'that', 'fine', 'line')",29.229582679762498
22,"('slow', 'on', 'Sunday', 'morning')",29.05443859071037
23,"('how', 'misery', 'lov', 'i')",29.053139403001325
24,"('It', ""'s"", 'only', 'right')",28.93553109539974
25,"('half', 'time', 'Dance', 'Dance')",28.889875662574784
26,"('come', 'here', 'rude', 'boy')",28.698018929848622
27,"('bright', 'and', 'hollow', 'sky')",28.566008255373266
28,"('ll', 'keep', 'on', 'tryin')",28.473676078518505
29,"('rude', 'boy', 'boy', 'can')",28.427500768436765
30,"('friend', 'Somewhere', 'along', 'in')",28.33144056548843
31,"('lost', 'inside', 'my', 'fear')",28.168739946045072
32,"('lose', 'a', 'friend', 'Somewhere')",28.094903961831715
33,"('lost', 'inside', 'you', 'tear')",27.90943741947156
34,"('in', 'la', 'epocum', 'del')",27.763410130502113
35,"('Tonay', 'I', ""'"", 'mma')",27.49985760828966
36,"('a', 'friend', 'Somewhere', 'along')",27.4626357463322
37,"('leave', 'behind', 'some', 'reason')",27.20248878534219
38,"('miss', 'my', 'lovin', ""'"")",27.18937127881719
