,quadragram,PMI
0,"('Cock', '-um', 'doodle', 'doo')",50.43372316801317
1,"('horrocleave', 'art', 'Lustre', 'Ware')",47.042508178171275
2,"('by', 'Marion', 'Zimmer', 'Bradley')",43.438023305446805
3,"('serene', 'Highness', 'Prince', 'Aribert')",41.143352486296614
4,"('Aitken', 'at', 'Lourenco', 'Marques')",41.095788372003966
5,"('Yorkburg', 'female', 'Orphan', 'asylum')",40.58524925862998
6,"('record', 'by', 'Andy', 'Minter')",39.71555728097571
7,"('Queen', 'Anne', ""'s"", 'Gate')",39.704536766454126
8,"('Bo', ""'sun"", ""'s"", 'mate')",39.35249735456158
9,"('volunteer', 'please', 'visit', 'librivox.org')",38.92406256115055
10,"('n', ""'"", 'est', 'ce')",38.76639569368135
11,"(""'"", 'est', 'ce', 'pa')",38.531930440044334
12,"('the', 'ne', 'plus', 'ultra')",38.11463764365854
13,"('space', 'by', 'Marion', 'Zimmer')",37.86513363702622
14,"('Johnny', 'Crow', ""'s"", 'Garden')",37.81857200970015
15,"('please', 'visit', 'librivox.org', 'record')",37.508257874913525
16,"('by', 'Charlotte', 'Bronte', 'CHAPTER')",37.07461857458328
17,"('Mary', 'Cary', 'mostly', 'Martha')",37.051082804864954
18,"('chinny', 'chin', 'chin', 'then')",36.972755405442754
19,"('Footnite', 'see', 'Proverbial', 'expression')",36.96122265600805
20,"('Alpha', 'Beta', 'and', 'Gamma')",36.76096110179206
21,"('precious', 'mister', 'Herbert', 'Calvert')",36.683602938979845
22,"('Mary', 'Cary', 'frequently', 'Martha')",36.08503013678829
23,"('librivox.org', 'record', 'by', 'Andy')",35.978591686809494
24,"('St', 'Luke', ""'s"", 'Square')",35.715761204116376
25,"('my', 'chinny', 'chin', 'chin')",35.52645691948211
26,"('Astrogator', 'first', 'class', 'Bartol')",35.19510359994763
27,"('Knight', ""'s"", 'Cross', 'station')",35.047582833245066
28,"('Johnny', 'Crow', ""'s"", 'garden')",34.827970707702406
29,"('Captain', 'Lorrimer', ""'s"", 'saloon')",34.80149849634121
30,"('librivox', 'recording', 'all', 'librivox')",34.69810926388088
31,"('recording', 'all', 'librivox', 'recording')",34.679730734566036
32,"('Charlotte', 'Bronte', 'CHAPTER', 'I')",34.59970336708686
33,"('be', 'Von', 'der', 'Herts')",34.395146676438
34,"('rope', 'and', 'grappling', 'hook')",34.36103049490344
35,"('Von', 'der', 'Herts', 'be')",33.980109177159164
36,"('visit', 'librivox.org', 'record', 'by')",33.77845207232019
37,"('the', 'Reverend', 'Archibald', 'Jones')",33.488198506961226
38,"('St', 'Asaph', ""'s"", 'road')",33.39125916556519
39,"('great', 'rough', 'gruff', 'voice')",33.24529411760547
40,"(""'"", 'Annie', 'Laurie', ""'"")",33.16296258946147
41,"('his', 'serene', 'Highness', 'Prince')",33.04559755155342
42,"('buy', 'a', 'butter', 'churn')",33.00470791098
43,"('Mdlle', 'Reuter', ""'s"", 'establishment')",32.583583551964054
44,"('Master', 'Bloomfield', ""'s"", 'amusement')",32.52607109330885
45,"('Hermy', 'and', 'Ursy', 'co')",32.06052138365098
46,"('little', 'small', 'Wee', 'bear')",31.847320177038547
47,"('Prince', 'Aribert', 'of', 'Posen')",31.72679067794086
48,"('old', 'Noah', ""'s"", 'ark')",31.514835731273045
49,"('the', 'post', 'mortem', 'examination')",31.358915490016265
50,"('Prince', 'Eugen', 'of', 'Posen')",31.08719292064285
51,"('grand', 'Duke', 'of', 'Posen')",30.82702313732559
52,"('of', 'Captain', 'Fraser', 'Freer')",30.77756220597297
53,"('Ezra', 'Brunt', ""'s"", 'daughter')",30.7743908185453
54,"('about', 'mister', 'Herbert', 'Calvert')",30.746924942362053
55,"('shift', 'into', 'warp', 'drive')",30.72780766871147
56,"('alert', 'middle', 'age', 'man')",30.669560764282416
57,"('disappearance', 'of', 'Prince', 'Eugen')",30.60772354876901
58,"('Bart', 'grasp', 'at', 'random')",30.58921210557641
59,"('stout', 'ageing', 'woman', 'be')",30.589103891843187
60,"('the', 'grand', 'Babylon', 'Hôtel')",30.507862319352554
61,"('like', 'spun', 'black', 'glass')",30.502467506611232
62,"('garden', 'party', 'on', 'Friday')",30.44469560275194
63,"('the', 'Yorkburg', 'female', 'Orphan')",30.414891695687537
64,"('midsummer', 'night', ""'s"", 'dream')",30.381590127825067
65,"('king', 'of', 'North', 'Wales')",30.22498712324549
66,"('-', 'in', '-', 'law')",30.03076226123946
67,"('be', 'at', 'My', 'PORRIDGE')",29.98729955536564
68,"('the', 'Refifth', 'John', 'Laputa')",29.96324049665411
69,"('old', 'Wive', ""'"", 'tale')",29.862651653389705
70,"('among', 'its', 'strange', 'inhabitant')",29.799098063894732
71,"('hair', 'like', 'spun', 'black')",29.766529107248758
72,"('Pig', 'little', 'Pig', 'let')",29.69154003685567
73,"('matter', 'connect', 'with', 'religion')",29.641639996528376
74,"('Ringg', 'son', 'of', 'Rahan')",29.61758840141934
75,"('eleven', 'o', ""'"", 'clock')",29.601292930480277
76,"('distinctive', 'cast', 'of', 'form')",29.568468919974727
77,"('murderer', 'of', 'Captain', 'Fraser')",29.488055588777996
78,"('to', 'volunteer', 'please', 'visit')",29.38579234393054
79,"('Norah', 'say', 'miss', 'Terry')",29.356329991187707
80,"('space', 'Academy', 'of', 'Earth')",29.352537172966002
81,"('eight', 'o', ""'"", 'clock')",29.280854453733404
82,"('seve', 'o', ""'"", 'clock')",29.229324153093323
83,"('well', 'educate', 'young', 'person')",29.073398195334185
84,"('his', 'great', 'rough', 'gruff')",29.06389010771987
85,"('company', 'with', 'M.', 'Pelet')",29.03373972902157
86,"('domain', 'for', 'more', 'information')",28.962281977196454
87,"('good', 'deal', 'surprize', 'when')",28.958088781482914
88,"('wave', 'of', 'cosmic', 'dust')",28.89199445118468
89,"('word', 'misse', 'in', 'original')",28.858918782066446
90,"('make', 'py', 'and', 'pudding')",28.816798115937274
91,"('little', 'small', 'wee', 'voice')",28.79693270526535
92,"('public', 'domain', 'for', 'more')",28.73686186316244
93,"('in', 'Johnny', 'Crow', ""'s"")",28.705066603320127
94,"('house', 'in', 'Adelphi', 'Terrace')",28.617903701413546
95,"('little', 'Pig', 'little', 'Pig')",28.58729120968173
96,"('nine', 'o', ""'"", 'clock')",28.551252247980692
97,"('Captain', 'Fraser', 'Freer', 'be')",28.543147839325556
98,"('see', 'in', 'Lecture', 'thVrd')",28.52055250637453
99,"('in', 'German', 'south', 'West')",28.473681236771547
100,"('brother', 'in', '-', 'law')",28.440261576976873
101,"('erase', 'my', 'own', 'memory')",28.23973764777829
102,"('daughter', 'in', '-', 'law')",28.23401543874784
103,"('seven', 'o', ""'"", 'clock')",28.229324153093323
104,"('the', 'greatest', 'possible', 'quantity')",28.117211147046845
105,"(""'"", 'mister', 'Sampson', 'Levi')",28.11438047689346
106,"('the', 'Lhari', 'training', 'tape')",28.02188050273869
107,"('the', 'Bo', ""'sun"", ""'s"")",27.963716272485648
108,"('four', 'and', 'seven', 'eighth')",27.93861789707161
109,"('of', 'the', 'Moonlight', 'Sonata')",27.90666245711421
110,"('six', 'o', ""'"", 'clock')",27.883549316251603
111,"('every', 'well', 'educate', 'young')",27.85171176620213
112,"('mister', 'Herbert', 'Calvert', 'have')",27.834447870452323
113,"('power', 'in', 'South', 'Africa')",27.804544738494435
114,"('ten', 'o', ""'"", 'clock')",27.757455431217807
115,"('o', ""'"", 'clock', 'precisely')",27.72682381256414
116,"('not', 'without', 'considerable', 'hesitation')",27.710993956184033
117,"('15th', 'day', 'of', 'June')",27.706570374401544
118,"('twelve', 'o', ""'"", 'clock')",27.66453953430979
119,"('put', 'the', 'radiation', 'counter')",27.662782615260788
120,"('companion', 'to', 'Prince', 'Aribert')",27.61970967493687
121,"('rough', 'gruff', 'voice', 'and')",27.573962586990817
122,"('he', 'stood', 'bolt', 'upright')",27.4974057147626
123,"('the', 'Vicar', 'of', 'Wakefield')",27.491624957835356
124,"('carbonate', 'of', 'lime', 'which')",27.442894690214196
125,"('grasp', 'at', 'random', 'for')",27.322677644740196
126,"('Baine', 'make', 'her', 'pastry')",27.284894163765472
127,"('you', 'precious', 'mister', 'Herbert')",27.25365228157608
128,"('a', 'warp', 'drive', 'shift')",27.253156900048296
129,"('fairy', 'land', 'of', 'science')",27.10389668938639
130,"('five', 'o', ""'"", 'clock')",27.050000453648764
131,"('the', 'Portland', 'place', 'murder')",27.02293780952173
132,"('bird', ""'"", '-nesting', 'with')",27.02204235411827
133,"('a', 'remarkably', 'gentle', 'child')",26.91771239171905
134,"('whip', 'out', 'my', 'skean')",26.849901302557207
135,"('Crow', ""'s"", 'Garden', 'and')",26.80595994059442
136,"('sister', 'in', '-', 'law')",26.80046464181767
137,"('four', 'o', ""'"", 'clock')",26.791918840786025
138,"('earn', 'my', 'own', 'living')",26.772443911368022
139,"('wrung', 'each', 'other', ""'s"")",26.755010952442476
140,"('radiation', 'counter', 'out', 'of')",26.733531440108663
141,"('the', 'Noah', ""'s"", 'ark')",26.724250337790252
142,"('small', 'Wee', 'bear', 'and')",26.709030841084896
143,"('and', 'mrs', 'Sampson', 'Levi')",26.66934468941011
144,"('till', 'my', 'little', 'tormentor')",26.626911602626762
145,"(""'"", 'clock', 'last', 'Thursday')",26.61228673478159
146,"('small', 'Wee', 'bear', 'in')",26.563743384452167
147,"('of', 'my', 'chinny', 'chin')",26.558796062271476
148,"('information', 'or', 'to', 'volunteer')",26.52677623882716
149,"('death', 'of', 'Captain', 'Fraser')",26.511981428023475
150,"('about', 'half', 'past', 'nine')",26.504008519486767
151,"('o', ""'"", 'clock', 'arrive')",26.37965842617775
152,"('look', 'thin', 'and', 'deject')",26.379060920017288
153,"('for', 'the', 'Lifeboat', 'fund')",26.339384034395337
154,"('Suan', 'Isco', 'who', 'have')",26.32552506276747
155,"('the', 'little', 'toy', 'seller')",26.248150749920555
156,"('the', 'warp', 'drive', 'shift')",26.188660239049582
157,"('Academy', 'of', 'Earth', 'now')",26.16188247709266
158,"('the', 'alert', 'middle', 'age')",26.16130510004271
159,"('quite', 'past', 'my', 'patience')",26.142440319904736
160,"('a', 'librivox', 'recording', 'all')",26.096290867274746
161,"('please', 'visit', 'librivox.org', 'the')",26.086361544975112
162,"('billion', 'of', 'mile', 'away')",26.064324947208277
163,"('for', 'the', 'Eighth', 'Color')",26.047203282902018
164,"('charming', 'little', 'lady', 'like')",26.020991676263257
165,"('sense', 'of', 'well', '-be')",26.019812851440278
166,"('me', 'once', 'or', 'twice')",25.98720477132632
167,"('the', 'Terran', 'trade', 'city')",25.984496135143537
168,"('live', 'happy', 'ever', 'after')",25.96265477500919
169,"('less', 'than', 'five', 'minute')",25.861428032292693
170,"('Mary', 'Alden', 'you', 'mother')",25.797232582415795
171,"('a', 'bookseller', ""'s"", 'shop')",25.74692682309434
172,"('the', 'radiation', 'counter', 'out')",25.726754944352116
173,"('flow', 'into', 'the', 'Avon')",25.693079013626075
174,"('all', 'librivox', 'recording', 'be')",25.678625453301308
175,"('', 'ai', 'not', 'goin')",25.63958469538278
176,"('a', 'good', 'deal', 'surprize')",25.62545701769217
177,"('no', 'Bart', 'say', 'harshly')",25.625377398407394
178,"('toy', 'seller', 'they', 'have')",25.588577455560646
179,"('Legend', 'of', 'Charlemagne', 'be')",25.553493704139477
180,"('Somebody', 'have', 'be', 'L')",25.449607071486135
181,"('to', 'St', 'Asaph', ""'s"")",25.411885344686254
182,"('may', 'be', 'easily', 'conceiv')",25.386999914646275
183,"('go', 'into', 'warp', 'drive')",25.35665883737721
184,"('or', 'to', 'volunteer', 'please')",25.332590948789907
185,"('I', 's', ""'"", 'pose')",25.301626881554256
186,"('begge', 'my', 'pardon', 'for')",25.297238444487952
187,"('mrs', 'Maldon', ""'s"", 'sitting')",25.237073353286675
188,"('transform', 'into', 'a', 'active')",25.236743511323354
189,"('hundred', 'and', 'fifty', 'pound')",25.163012024336773
190,"('prick', 'up', 'his', 'ear')",25.15100077148991
191,"('Uncle', 'Parke', 'and', 'Miss')",25.144613740338144
192,"('Knight', 'and', 'the', 'Mabinogeon')",25.114098406853387
193,"('hot', 'summer', ""'s"", 'day')",25.109679182374663
194,"('at', 'half', 'past', 'eight')",25.08482981209807
195,"('of', 'St', 'Luke', ""'s"")",25.066276306931996
196,"('will', 'stubbornly', 'refuse', 'to')",25.05819704386213
197,"('ai', 'not', 'goin', ""'"")",25.05152681704982
198,"('chin', 'chin', 'then', 'I')",25.039433584709805
199,"('Maldon', ""'s"", 'sitting', 'room')",24.989434580971015
200,"('sheet', 'of', 'note', 'paper')",24.981383247360604
201,"('set', 'of', 'identity', 'paper')",24.975874992106462
202,"('Jimbo', 'catch', 'his', 'breath')",24.974947274823037
