,quadragram,PMI
0,"('a-tat-', 'tat-', 'tat', 'rat')",45.7698038971685
1,"('rat', 'a-tat-', 'tat-', 'tat')",45.7698038971685
2,"('tat-', 'tat', 'rat', 'a-tat-')",45.35476639788966
3,"('Martin', 'Luther', 'King', 'Jr')",40.276763885888386
4,"('spre', 'spre', 'spre', 'spre')",39.567157457109374
5,"('by', 'Thornton', 'w.', 'Burgess')",39.032838303002286
6,"('volunteer', 'please', 'visit', 'librivox.org')",38.27879919547715
7,"('Dr', 'Martin', 'Luther', 'King')",38.27676388588838
8,"('deep', 'grumbly', 'rumbly', 'voice')",37.36081713389824
9,"('spre', 'spre', 'spre', 'beautiful')",37.35083955018261
10,"('please', 'visit', 'librivox.org', 'record')",36.80401961250641
11,"('neither', 'lion', 'nor', 'lamb')",36.77231075277908
12,"('Thornton', 'w.', 'Burgess', 'I')",36.66651608875648
13,"('Thief', 'thief', 'thief', 'screame')",35.78129953600633
14,"('gentle', 'sister', 'south', 'Wind')",35.481422994833096
15,"('spre', 'spre', 'beautiful', 'beautiful')",35.134521643255844
16,"('sister', 'south', 'Wind', 'arrive')",34.66199524047492
17,"('sweet', 'tender', 'young', 'clover')",34.659320587352276
18,"('gentle', 'sister', 'South', 'Wind')",34.506297663472125
19,"('lil', 'ol', ""'"", 'tumble')",34.36592394469589
20,"('librivox', 'recording', 'all', 'librivox')",34.238143950976024
21,"('recording', 'all', 'librivox', 'recording')",34.238143950976024
22,"('ha', 'hum', 'hum', 'laugh')",34.19142421653102
23,"('in', 'Greenville', 'South', 'Carolina')",33.99432752119298
24,"('dependence', 'on', 'foreign', 'oil')",33.970781454413576
25,"('Prickly', 'Porky', 'the', 'Porcupine')",33.52669604534695
26,"('yellow', 'waistcoat', 'Chug', 'a-rum')",33.51986901587513
27,"('record', 'by', 'John', 'Lieder')",33.3323985848612
28,"('slummy', 'side', 'train', 'some')",33.315675995891056
29,"('night', 'Japanese', 'force', 'attack')",33.22422647758799
30,"('visit', 'librivox.org', 'record', 'by')",33.21905711178525
31,"('his', 'deep', 'grumbly', 'rumbly')",32.99607595547191
32,"('ha', 'ha', 'ha', 'laugh')",32.98835093887169
33,"('fat', 'foolish', 'gree', 'flie')",32.928856724420186
34,"('spre', 'beautiful', 'beautiful', 'beautiful')",32.91820373632908
35,"('Bobby', 'Coon', 'wear', 'ring')",32.73094839923247
36,"('yearn', 'to', 'breathe', 'free')",32.7147032185231
37,"('fat', 'foolish', 'green', 'flie')",32.60692862953282
38,"('librivox.org', 'record', 'by', 'John')",32.484401678306256
39,"('Thou', 'shalt', 'not', 'steal')",32.31323854587856
40,"('Chug', 'a-rum', 'Chug', 'a-rum')",32.29265421108184
41,"('great', 'ever', 'so-great', 'grandfather')",32.2598404284336
42,"('grumble', 'Bumble', 'the', 'Bee')",32.17619879826282
43,"('side', 'train', 'some', 'youth')",32.14575099444875
44,"('big', 'green', 'lily', 'pad')",32.08996841028821
45,"('fat', 'foolish', 'gree', 'fly')",31.98775041347375
46,"('dear', 'old', 'Briar', 'patch')",31.7930719762411
47,"('last', 'night', 'Japanese', 'force')",31.747788433645006
48,"('World', 'shoute', 'Stri', 'Chipmunk')",31.735922096123005
49,"('read', 'Thou', 'shalt', 'not')",31.558714580328054
50,"('big', 'gree', 'lily', 'pad')",31.537427387259424
51,"('thief', 'thief', 'screame', 'Sammy')",31.526302449237956
52,"('Coretta', 'Scott', 'King', 'I')",31.44739879945289
53,"('Ol', ""'"", 'Mistah', 'Buzzard')",31.414389434032525
54,"('John', 'Lieder', 'the', 'Adventure')",31.37057684342967
55,"('Jolly', 'round', 're', 'mister')",31.015040088153892
56,"('the', 'teeniest', 'weeniest', 'bit')",30.848624140234314
57,"('jolly', 'round', 're', 'mister')",30.829173542842558
58,"('reply', 'Ol', 'Mistah', 'Buzzard')",30.692170425235513
59,"('round', 're', 'mister', 'Sun')",30.5072454479552
60,"('Old', 'mother', 'West', 'Wind')",30.47965845870547
61,"('Ho', 'ho', 'ho', 'that')",30.45068138344219
62,"('fat', 'and', 'roly', 'poly')",30.44902796725514
63,"('four', 'fat', 'foolish', 'green')",30.392803824179982
64,"('maybe', 'maybe', 'mister', 'president')",30.367567251584383
65,"('go', 'lipperty', 'lipperty', 'lip')",30.32604630195994
66,"('September', 'the', '11', 'th')",30.261087695849334
67,"('hundred', 'and', 'fifty', 'billion')",30.221097362377265
68,"('little', 'plain', 'brow', 'coat')",30.17097319428256
69,"('lipperty', 'lipperty', 'lip', 'as')",30.0698720851861
70,"('domain', 'for', 'more', 'information')",29.963316608810675
71,"('until', 'jolly', 'round', 're')",29.953501677844763
72,"('round', 're', 'mister', 'Sin')",29.952030290628095
73,"('fat', 'and', 'rolly', 'poly')",29.712062373088937
74,"('Ah', 'reckon', 'yo', ""'"")",29.590813913963
75,"('that', 'Old', 'Man', 'Coyite')",29.561938134543936
76,"('big', 'mister', 'Bob', 'Cat')",29.520014456173744
77,"('Old', 'Man', 'Coyite', 'have')",29.446208145324682
78,"('and', 'fifty', 'billion', 'dollar')",29.22109736237726
79,"('scratch', 'his', 'head', 'thoughtfully')",29.200954984182907
