,quadragram,PMI
0,"('Innermost', 'Stable', 'Circular', 'Orbit')",47.133230387872814
1,"('don', '’t', 'wannon', 'dream')",43.696518845735596
2,"('don', '’t', 'wannon', 'feel')",41.645892772665626
3,"('cruelty', 'when', 'angel', 'cry')",40.934018159462255
4,"('when', 'angel', 'cry', 'blood')",40.934018159462255
5,"('angel', 'cry', 'blood', 'on')",39.8534747321517
6,"('cry', 'blood', 'on', 'flower')",39.8534747321517
7,"('Ah', 'girl', 'girl', 'girl')",39.74959358832483
8,"('’t', 'wannon', 'dream', 'about')",37.24007108553712
9,"('Celsius', 'D', 'E', 'F')",35.62402755328131
10,"('I', 'don', '’t', 'wannon')",35.44554374158756
11,"('b', 'Celsius', 'D', 'E')",34.91033173843795
12,"('kilogram', 'per', 'meter', 'cubed')",34.61002069528742
13,"('log', 'D', '10', 'pc')",34.544857339847695
14,"('-j', 'omegum', 'notch', 't')",34.03336210000194
15,"('103', 'kilogram', 'per', 'meter')",33.77994569672974
16,"('happy', 'new', 'year', 'happy')",33.71960245884864
17,"('world', 'where', 'every', 'neighbou')",33.69310741108646
18,"('gin', 'Separating', 'i', 'from')",33.05727603120518
19,"('for', 'cruelty', 'when', 'angel')",32.7080877482912
20,"('ode', 'for', 'cruelty', 'when')",32.7080877482912
21,"('plea', 'for', 'mercy', 'when')",32.7080877482912
22,"('yeah', 'yeah', 'yeah', 'yeah')",32.54061641116016
23,"('sub', 'atomic', 'particles', 'that')",32.346768507727674
24,"('friend', 'happy', 'new', 'year')",32.07574626907392
25,"('70', 'kilometer', 'per', 'second')",32.05699827394966
26,"('lump', 'matter', 'discipline', 'hold')",31.834932093226687
27,"('Love', 'she', ""'"", 'll')",31.800619034045056
28,"('pain', 'What', 'good', 'will')",31.750752005876897
29,"('Hubble', 'space', 'Telescope', 'picture')",31.491818329200886
30,"('feel', 'the', 'pain', 'What')",31.258071252982084
31,"('wannon', 'feel', 'the', 'pain')",31.258071252982084
32,"('’t', 'wannon', 'feel', 'the')",31.258071252982084
33,"('under', 'I', 'don', '’t')",31.197616228143964
34,"('omega', 't', 'plus', 'phi')",31.169504538537694
35,"('diamond', 'mean', 'money', 'for')",31.098536860251343
36,"('x', '108', 'meter', 'per')",31.03511185923019
37,"('sinusoidal', 'steady', 'state', 'response')",30.98639450299886
38,"('log', 'D', '10', 'parsec')",30.78996983768423
39,"('denser', 'hotter', 'and', 'smoother')",30.716032126651864
40,"('new', 'year', 'happy', 'new')",30.675208339490183
41,"('3', 'x', '1016', 'meter')",30.66843738151275
42,"('108', 'meter', 'per', 'second')",30.498469181081283
43,"('3', 'x', '108', 'meter')",30.383035162650497
44,"('might', 'as', 'well', 'lay')",30.378010271389382
45,"('5', 'x', '10', '-3')",30.376273444744943
46,"('wannon', 'dream', 'about', 'all')",30.264063941158913
47,"('104', 'meter', 'per', 'second')",30.11144605797204
48,"('2', 'x', '10', '18')",30.09741407174946
49,"('a', 'gin', 'Separating', 'i')",30.06176475189547
50,"('per', 'second', 'per', 'megaparsec')",30.047599575947412
51,"('chat', 'my', 'operating', 'point')",30.005676750775056
52,"('e^', 't', 'RC', 'form')",29.964814118934708
53,"('the', 'Cosmic', 'Microwave', 'background')",29.961894562525668
54,"('good', 'yeah', 'yeah', 'yeah')",29.91258518854711
55,"('happy', 'new', 'year', 'may')",29.899423496433453
56,"('5', 'log', 'D', '10')",29.8724319978762
57,"('Professor', 'Charles', 'Bailyn', 'Welcome')",29.839497193439406
58,"('x-', 'ray', 'turn', 'off')",29.776387629448543
59,"('year', 'happy', 'new', 'year')",29.765406148461764
60,"('Inaudible', 'Professor', 'Charles', 'Bailyn')",29.739961519888503
61,"('Charles', 'Bailyn', 'Huh', 'Student')",29.582796721327668
62,"('for', 'mercy', 'when', 'love')",29.538162746848887
63,"('j', 'omegum', 'notch', 't')",29.4787732483243
64,"('capital', 'fifth', 'small', 'l')",29.461359057796543
65,"('blood', 'on', 'flower', 'of')",29.42511455944741
66,"('Professor', 'Charles', 'Bailyn', 'Huh')",29.424459694160568
67,"('E', '=', 'mc2', 'so')",29.411455051211753
68,"('Student', 'Inaudible', 'Professor', 'Charles')",29.37089944941004
69,"('inaudible', 'Professor', 'Charles', 'Bailyn')",29.344732501689837
70,"('a', 'ode', 'for', 'cruelty')",29.28209057061398
71,"('a', 'plea', 'for', 'mercy')",29.28209057061398
72,"('+', '1', '2', 'V2')",29.269357761057734
73,"('post', 'Newtonian', 'effect', 'number')",29.17418252482229
74,"('1', 'e^', 't', 'RC')",29.153910129796028
75,"('us', 'own', 'Solar', 'system')",29.124597800114532
76,"('a', 'band', 'pass', 'filter')",29.109039828725262
77,"('the', 'science', 'fiction', 'writer')",29.06076981260847
78,"('Bailyn', 'Yeah', 'yeah', 'yeah')",29.055402512193513
79,"('15', 'meter', 'per', 'second')",29.02898389778007
80,"('on', 'flower', 'of', 'evil')",29.01007706016857
81,"('eleven', 'minute', 'and', 'twenty')",29.006933325918602
82,"('minus', 'v2', 'R2', 'divide')",28.92663092504682
83,"('Charles', 'Bailyn', 'Sorry', 'Student')",28.898298547055592
84,"('that', 'diamond', 'mean', 'money')",28.896107098718108
85,"('Cosmic', 'Microwave', 'background', 'so')",28.88079897004851
86,"('hold', 'you', 'tonay', 'maybe')",28.847148794674297
87,"('kilometer', 'per', 'second', 'per')",28.834605852613215
88,"('Professor', 'Charles', 'Bailyn', 'Ah')",28.761494681438137
89,"('Professor', 'Charles', 'Bailyn', 'Sorry')",28.739961519888496
90,"('1', '2', 'V2', 'c2')",28.70785423316056
91,"('Professor', 'Charles', 'Bailyn', 'No')",28.70199366968948
92,"('make', 'his', 'way', 'home')",28.67695020001957
93,"('x', '10', '7', 'meter')",28.639914152348904
94,"('until', 'I', 'reach', '-6')",28.571074623671407
95,"('Professor', 'Charles', 'Bailyn', 'Oh')",28.53993691158051
96,"('cosine', 'omega', 't', 'plus')",28.48500636426562
97,"('recover', 'the', 'flat', 'metric')",28.484268890635505
98,"('the', 'pain', 'What', 'good')",28.44362690613816
99,"('2GM', 'R', '1', '2')",28.387599382647032
100,"('the', 'critically', 'damp', 'case')",28.382697907495825
101,"('Kepler', ""'s"", 'third', 'law')",28.36309482157921
102,"('’m', 'out', 'from', 'under')",28.35594572127372
103,"('yes', 'Student', 'Inaudible', 'Professor')",28.341334425622062
104,"('in', 'Love', 'she', ""'"")",28.295515557022476
105,"('V2', 'c2', '1', '2')",28.292816733881722
106,"('than', 'three', 'solar', 'masse')",28.2876527949317
107,"('sixth', 'cosine', 'omega', 't')",28.243196489101933
108,"('R', 'j', 'omegum', 'Celsius')",28.174931830450983
109,"('R2', 'divide', 'by', 'r1')",28.11604969890691
110,"('the', 'semi', 'major', 'axis')",28.107511576406708
111,"('Professor', 'Charles', 'Bailyn', 'Yeah')",28.10253159927321
112,"('hold', 'you', 'within', 'It')",28.059693430054402
