,trigram,PMI
0,"('don', '’t', 'wannon')",29.459463638502264
1,"('sub', 'atomic', 'particles')",27.789612240194597
2,"('Cosmic', 'Microwave', 'background')",25.82613811621971
3,"('critically', 'damp', 'case')",24.18554091652574
4,"('semi', 'major', 'axis')",24.124479390789453
5,"('E', '=', 'mc2')",24.093759791549154
6,"('f', '=', 'ma')",23.33476789105295
7,"('mile', 'per', 'hour')",22.759864896800543
8,"('Celsius', 'dvI', 'dt')",22.713346345966528
9,"('say', 'ah', 'ha')",22.323948667845784
10,"('17', 'billion', 'year')",22.22773335258648
11,"('Celsius', 'D', 'E')",22.223473613765094
12,"('Love', 'she', ""'"")",22.174061419640015
13,"('Inner', 'Solar', 'system')",22.102000494408422
14,"('Hubble', 'space', 'Telescope')",21.99172871613376
15,"('Outer', 'Solar', 'system')",21.949997400963372
16,"('low', 'pass', 'filter')",21.946447242196463
17,"('lump', 'matter', 'discipline')",21.801749219359003
18,"('per', 'meter', 'cubed')",21.57459934922374
19,"('b', 'Celsius', 'D')",21.566361327288103
20,"('6', 'x', '1024')",21.461970494112837
21,"('under', 'certain', 'condition')",21.442549857492406
22,"('4', 'x', '1041')",21.391581166221442
23,"('yeah', 'yeah', 'yeah')",21.125562901948822
24,"('e^', 't', 'RC')",21.100313079658704
25,"('post', 'Newtonian', 'effect')",21.05347127882643
26,"('left', 'hand', 'side')",21.006837589256197
27,"('kilogram', 'per', 'meter')",20.957927988775246
28,"('x', 'y', 'z')",20.85552826598123
29,"('vGS', 'minus', 'VT.')",20.85280606668179
30,"('happy', 'new', 'year')",20.675192329557703
31,"('sinusoidal', 'steady', 'state')",20.61723575975818
32,"('voltage', 'divider', 'action')",20.576264958461156
33,"('high', 'school', 'physics')",20.57404457319657
34,"('supermassive', 'black', 'hole')",20.419185627616045
35,"('I', 'don', '’t')",20.401133612296615
36,"('on', 'Alpha', 'Centauri')",20.192393242412273
37,"('7', 'x', '106')",20.10470001843328
38,"('Frontiers', 'and', 'Controversies')",20.061432564529106
39,"('x', '108', 'meter')",20.026875342492744
40,"('billion', 'year', 'old')",20.005340931250032
41,"('n', 'time', '10m')",19.97942623249924
42,"('own', 'Solar', 'system')",19.90036663323877
43,"('Professor', 'Charles', 'Bailyn')",19.877236105502345
44,"('j', 'omegum', 'notch')",19.86062787373546
45,"('D', '10', 'parsec')",19.840077307177584
46,"('cosine', 'omega', 't')",19.82368333169991
47,"('Inaudible', 'Professor', 'Charles')",19.777700431951434
48,"('new', 'year', 'happy')",19.675192329557703
49,"('year', 'happy', 'new')",19.675192329557703
50,"('3', 'x', '108')",19.62402725222181
51,"('vGS', 'minus', 'VT')",19.5853257558168
52,"('log', 'D', '10')",19.50044721055676
53,"('1', 'V2', 'c2')",19.444803817394288
54,"('the', 'southern', 'hemisphere')",19.43421219820343
55,"('Student', 'Inaudible', 'Professor')",19.41395216136944
56,"('j', 'omegum', 'L')",19.40494838995927
57,"('omegum', 'notch', 't')",19.403989469989845
58,"('twenty', 'five', 'year')",19.401269607581174
59,"('inaudible', 'Professor', 'Charles')",19.382471413752768
60,"('shorthand', 'notation', 'for')",19.315995387523184
61,"('his', 'way', 'home')",19.27999849718355
62,"('r1', 'plus', 'R2')",19.25148798993469
63,"('funeral', 'of', 'heart')",19.25106914973988
64,"('j', 'omegum', 'Celsius')",19.184899909091122
65,"('2', 'x', '1030')",19.122833109193255
66,"('ten', 'year', 'ago')",19.068534757737222
67,"('steady', 'state', 'response')",19.03790879370646
68,"('second', 'per', 'megaparsec')",18.980469370156396
69,"('j', 'omega', 't')",18.95042537521566
70,"('Bailyn', 'Sorry', 'Student')",18.941351259014997
71,"('3', 'x', '107')",18.8915075630868
72,"('kilometer', 'per', 'second')",18.882952864242135
73,"('arm', 'she', '')",18.876729238673224
74,"('Charles', 'Bailyn', 'Ah')",18.841205863976388
75,"('Charles', 'Bailyn', 'Sorry')",18.819672702426743
76,"('scale', 'factor', 'versus')",18.80426361659695
77,"('Charles', 'Bailyn', 'No')",18.78170485222773
78,"('meter', 'per', 'second')",18.7394612706526
79,"('in', 'Love', 'she')",18.7064326480361
80,"('us', 'own', 'Solar')",18.657616498859333
81,"('the', 'critically', 'damp')",18.656604619539877
