,trigram,PMI
0,"('uu', 'oooh', 'u')",26.656468268900845
1,"('comic', 'book', 'Guy')",25.27117811301605
2,"('Ah', 'ah', 'ah')",24.686215612294887
3,"('party', 'uu', 'oooh')",23.993503256178407
4,"('plus', '2', 'pi')",23.94925001812868
5,"('21', 'st', 'century')",23.615826284403497
6,"('ah', 'ah', 'yeah')",23.51629061085258
7,"('T', 'plus', '2')",23.364287517407522
8,"('oh', 'Johnny', 'b')",23.04235942252016
9,"('party', 'Ah', 'ah')",23.023250599572464
10,"('little', 'controversy', 'Cuz')",22.161347458737254
11,"('everywhere', 'Imagination', 'life')",22.056858992215275
12,"('barbie', 'world', 'Life')",21.61833314001406
13,"('hair', 'undress', 'i')",21.433550179844637
14,"('kingdom', 'baby', 'tell')",21.132906312843822
15,"('reciprocal', 'relationship', 'between')",20.864760493192428
16,"('brush', 'my', 'hair')",20.843865268881075
17,"('my', 'hair', 'undress')",20.843865268881075
18,"('i', 'everywhere', 'Imagination')",20.433550179844637
19,"('undress', 'i', 'everywhere')",20.433550179844637
20,"('better', 'lose', 'yourself')",20.379900707413352
21,"('lum', 'lum', 'lum')",20.08955255041209
22,"('ah', 'yeah', 'come')",20.035163921115963
23,"('than', 'anything', 'else')",19.782936270238743
24,"('Life', 'in', 'plastic')",19.63636706284432
25,"('wannon', 'say', 'goodbye')",19.129709557622963
26,"('see', 'oh', 'Johnny')",18.913076405575193
27,"('its', 'constituent', 'part')",18.818525027009805
28,"('follow', 'i', 'Cuz')",18.73311046170355
29,"('my', 'eyes', 'forever')",18.728388051461145
30,"('go', 'party', 'uu')",18.713395336985673
31,"('go', 'party', 'Ah')",18.52075025904328
32,"('everybody', 'just', 'follow')",18.149968396606763
33,"('feel', 'so', 'empty')",18.145580142878938
34,"('empty', 'without', 'i')",18.08187474156323
35,"('controversy', 'Cuz', 'it')",17.86510600751354
36,"('so', 'empty', 'without')",17.810978217956464
37,"('close', 'my', 'eyes')",17.784971579827513
38,"('miss', 'you', 'chance')",17.61274345831843
39,"('health', 'care', 'debate')",17.575732302478656
40,"('opportunity', 'come', 'once')",17.46025508505873
41,"('back', 'guess', 'who')",17.17966008154357
42,"('barbie', 'girl', 'in')",17.051404562123167
43,"('can', '’t', 'afford')",16.976569329200583
44,"('blow', 'this', 'opportunity')",16.783243895178195
45,"('the', '21', 'st')",16.715822074380217
46,"('a', 'barbie', 'girl')",16.654342137175025
47,"('chance', 'to', 'blow')",16.647182345602165
48,"('line', 'by', 'line')",16.553994380748442
49,"('on', 'Barbie', 'let')",16.337019458075936
50,"('Barbie', 'let', ""'s"")",16.2964653597253
51,"(""'s"", 'back', 'guess')",16.2892095437225
52,"('a', 'serious', 'conversation')",16.275830513921292
53,"('round', 'the', 'outside')",16.229918244381725
54,"('trace', 'the', 'step')",16.171501558156397
55,"('come', 'on', 'Barbie')",16.165748030926107
56,"('Cuz', 'it', 'feel')",16.09957126115056
57,"('a', 'reciprocal', 'relationship')",16.012796108087503
58,"('periodicity', 'in', 'space')",15.940373249734428
59,"('sine', 'and', 'cosine')",15.876677138956005
60,"('lose', 'yourself', 'in')",15.8743726741866
61,"('better', 'never', 'let')",15.868565709509404
62,"('anything', 'else', 'in')",15.862370737733148
63,"('kiss', 'to', 'build')",15.831606916739585
64,"('the', 'middle', 'East')",15.830464640321331
65,"('a', 'little', 'bit')",15.751303867062113
66,"('baby', 'tell', 'i')",15.687595802451174
67,"('very', 'much', 'thank')",15.647468056077575
68,"('the', 'kingdom', 'baby')",15.554830197707904
69,"('get', 'one', 'shot')",15.554017144987643
70,"('lifetime', 'you', 'better')",15.542354130427032
71,"('no', 'matter', 'how')",15.51178921861763
72,"('goodbye', 'to', 'rule')",15.504442173486076
73,"('for', 'small', 'business')",15.45419448976066
74,"('the', 'Recovery', 'act')",15.393893979492844
75,"('across', 'the', 'board')",15.38818032829846
76,"('tax', 'cut', 'for')",15.213186390256872
77,"('a', 'little', 'controversy')",15.151841796645847
78,"('my', 'mamma', 'say')",15.10936091223116
79,"('Cuz', 'we', 'need')",14.992994877113691
80,"('build', 'a', 'dream')",14.966286143489771
81,"('can', 'brush', 'my')",14.89355239298143
82,"('member', 'of', 'congress')",14.84489697605957
83,"('you', 'don', '’t')",14.805388536260818
84,"('just', 'follow', 'i')",14.804193559765032
85,"('yeah', 'come', 'on')",14.787236407672374
86,"('why', 'my', 'oh')",14.767049671830243
87,"('the', 'United', 'States')",14.750750407683164
88,"('of', 'periodic', 'phenomena')",14.636310354248142
89,"('world', 'Life', 'in')",14.62737827961707
90,"('to', 'love', 'Somebody')",14.618613193405388
91,"(""'"", 'll', 'see')",14.461615498046484
92,"('guess', 'who', ""'s"")",14.414740425806357
93,"('music', 'the', 'moment')",14.315891467491578
94,"('Achm', 'what', 'Jeff')",14.30059284209014
95,"('never', 'trace', 'the')",14.278416762072908
96,"('man', 'and', 'women')",14.26196729484079
97,"('mamma', 'say', 'my')",14.234891794315018
98,"('of', 'Fourier', 'sery')",14.181931963337139
99,"('tend', 'to', 'think')",14.155878952095257
100,"('somebody', 'to', 'love')",14.144682005072983
101,"('one', 'shot', 'do')",14.073884617486911
102,"('Imagination', 'life', 'be')",14.055450797822466
103,"('challenge', 'we', 'face')",14.049578405480062
104,"('my', 'oh', 'my')",14.030084077664043
105,"('Fourier', 'sery', 'and')",14.001966949096634
106,"('the', 'board', 'tax')",13.98891014487793
107,"('new', 'York', 'this')",13.967038055538318
108,"('tell', 'i', 'why')",13.871307755623565
109,"(""'s"", 'go', 'party')",13.869698567864344
110,"('so', 'everybody', 'just')",13.796331441992063
111,"('rule', 'of', 'law')",13.70885145651749
112,"('republican', 'and', 'Democrat')",13.669748978116836
113,"('say', 'my', 'mamma')",13.649929293593864
114,"('moment', 'you', 'own')",13.627850350708638
115,"('you', 'better', 'lose')",13.502825766240395
116,"('study', 'of', 'black')",13.429859476780717
117,"('fantastic', 'you', 'can')",13.399396176584982
118,"('you', 'can', 'brush')",13.399396176584982
119,"('this', 'world', 'baby')",13.273060968922376
120,"('do', 'not', 'miss')",13.258902768159928
121,"('we', ""'"", 'll')",13.256473257421185
122,"('the', 'Fourier', 'transform')",13.223968978050532
123,"('of', 'Fourier', 'analysis')",13.212628760560047
124,"('say', 'goodbye', 'to')",13.19396409934226
125,"('i', 'so', 'everybody')",13.173022629621425
126,"('you', 'mister', 'president')",13.154769843888992
127,"('in', 'new', 'York')",13.11972150506336
128,"('i', 'Cuz', 'we')",13.062257539550806
129,"('to', 'move', 'forward')",13.050724206043174
130,"('this', 'opportunity', 'come')",13.039082799607783
131,"('United', 'States', 'of')",13.031828402807573
132,"('oh', 'my', 'do')",13.019436833464539
133,"('God', 'bless', 'the')",13.000050702483126
134,"('thank', 'you', 'mister')",12.989645828710508
135,"('there', ""'s"", 'nothing')",12.983048764693454
136,"('let', 'i', 'also')",12.922061056088197
137,"('I', ""'"", 'll')",12.878160747482234
138,"('make', 'sure', 'that')",12.867860621251552
139,"('relationship', 'between', 'the')",12.857841079252637
140,"('Fourier', 'analysis', 'be')",12.82372051190669
141,"('country', 'baby', 'you')",12.790523186696895
142,"('of', 'black', 'history')",12.774507648168171
143,"('only', 'get', 'one')",12.76260376679906
144,"('you', ""'"", 'll')",12.760744621205983
145,"('', 'do', 'not')",12.678662677681174
146,"('church', 'and', 'state')",12.669748978116836
147,"('never', 'doubt', 'the')",12.600344856960273
148,"('a', 'year', 'ago')",12.583475806455386
149,"('shot', 'do', 'not')",12.558463050018833
150,"('in', 'some', 'case')",12.535879925131578
151,"(""'s"", 'Friday', 'I')",12.505733366969814
152,"('on', 'behalf', 'of')",12.5038600582245
153,"('United', 'States', 'and')",12.436825889288222
154,"('come', 'once', 'in')",12.43277434863662
155,"('you', 'better', 'never')",12.426876913007096
156,"('you', 'wannon', 'say')",12.378165498533864
157,"('look', 'forward', 'to')",12.326697667584472
158,"('who', ""'s"", 'back')",12.306215969028191
159,"('think', 'in', 'term')",12.293314627921355
161,"('oh', 'my', 'my')",12.264549331301062
160,"('my', 'my', 'oh')",12.264549331301062
162,"('the', 'barbie', 'world')",12.232902102820542
163,"('let', ""'s"", 'go')",12.222808317999984
164,"('you', 'see', 'oh')",12.161532346486094
165,"('need', 'a', 'little')",12.151841796645847
166,"('periodicity', 'in', 'time')",12.151745535745732
167,"('', 'can', 'not')",12.143387301060368
168,"('around', 'the', 'world')",12.128565443005801
169,"('thank', 'you', 'very')",12.076496242630302
170,"('you', 'very', 'much')",12.02520701393345
171,"('not', 'miss', 'you')",12.00985904960001
172,"('in', 'plastic', 'it')",11.989628364536475
173,"('it', 'all', 'remain')",11.98622978807462
174,"('let', 'i', 'say')",11.95950628536469
175,"('if', 'I', 'close')",11.948144249590488
176,"('much', 'thank', 'you')",11.940318116346926
