,trigram,PMI
0,"('Some', 'PU-U', 'USSAY')",28.808284437428902
1,"('Cartographic', 'relief', 'presentation')",28.65628134398385
2,"('Imhof', 'Cartographic', 'relief')",27.71517503303742
3,"('Vietnam', 'Veterans', 'Memorial')",27.518777820233915
4,"('relief', 'presentation', 'Berlin')",27.277769720730124
5,"('Harajuku', 'Fun', 'madness')",27.170854516813606
6,"('Eduard', 'Imhof', 'Cartographic')",27.130212532316264
7,"('Emitt', 'Expo', 'Dweebruary')",26.97820943887121
8,"('grand', 'Puba', 'slow')",26.848926421926247
9,"('presentation', 'Berlin', '1982')",26.540804126563916
10,"('ah', 'hah', 'honey')",25.638359435986587
11,"('repeat', '4x', 'Yeahhh')",25.6118872246254
12,"('crack', 'grand', 'Puba')",25.16442824765418
13,"('John', 'W.', 'Tukey')",25.08339167556327
14,"('hah', 'honey', 'honey')",25.053396935265425
15,"('garage', 'door', 'opener')",25.024013128484338
16,"('salvation', 'salvation', 'salvation')",24.638359435986587
17,"('light', 'Emitt', 'Expo')",23.919315749817645
18,"('Edward', 'R', 'Tufte')",23.840364408422822
19,"('want', 'Some', 'PU-U')",23.727911020964882
20,"('4x', 'Yeahhh', 'head')",23.57946574693302
21,"('UI', 'design', 'patterns')",22.70241165688134
22,"('-y', '-y', '-y')",22.574191454930812
23,"('Puba', 'slow', 'down')",22.536648497072605
24,"('+', '1', '=')",22.03845533759124
25,"('Yeahhh', 'head', 'crack')",21.994503246211863
26,"('oh', 'oh', 'oh')",21.788052368744438
27,"('leader', 'Comrade', 'Napoleon')",21.74618831633699
28,"('‘Fou', 'leg', 'good')",21.614804708007693
29,"('Oh', 'oh', 'oh')",21.57946574693302
30,"('Steward', 'from', 'Imhof')",21.410887097285787
31,"('=', '3', 'effect')",21.40835383054026
32,"('micro', 'macro', 'design')",21.335212251825578
33,"('10', 'UI', 'design')",21.303862280391062
34,"('heart', 'patiently', 'before')",21.270850306790333
35,"('point', 'mass', 'simplification')",21.079708819438324
