,trigram,PMI
0,"('-roma', 'mamaum', 'Ga')",28.68206456669554
1,"('Roma', '-roma', 'mamaum')",28.68206456669554
2,"('Ga', 'gum', 'ooh')",28.682064566695537
3,"('gum', 'ooh', 'lum')",28.682064566695537
4,"('mamaum', 'Ga', 'gum')",28.682064566695537
5,"('ooh', 'lum', '-lum')",28.682064566695537
6,"('Rah', 'rah', 'ah')",26.682064566695537
7,"('ah', 'Roma', '-roma')",26.682064566695537
8,"('pray', 'mon', 'dieu')",26.682064566695537
9,"('romance', 'Rah', 'rah')",26.097102065974383
10,"('ah', 'ah', 'Roma')",24.682064566695537
11,"('rah', 'ah', 'ah')",24.682064566695537
12,"('Ren&#', '233', 'e')",24.42153701647232
13,"('Catherine', 'de', 'bourgh')",24.315742352449718
14,"('ah', 'ah', 'ah')",23.682064566695537
15,"('lum', '-lum', 'want')",23.415278026000635
16,"('Lady', 'Catherine', 'de')",23.007620057087387
18,"('prison', 'break', 'anthey')",22.649865744307384
17,"('prison', 'break', 'anthem')",22.649865744307384
19,"('main', 'article', 'Mac')",22.61194362221871
20,"('bad', 'romance', 'Rah')",22.415278026000635
21,"('o', ""'"", 'clock')",22.340039298447845
22,"('anthem', 'prison', 'break')",22.20929315292141
23,"('break', 'anthem', 'prison')",22.20929315292141
24,"('OS', 'X', 'v10.5')",20.700021697169664
25,"('oh', 'oh', 'oooh')",20.1610094662491
26,"('oh', 'oooh', 'oh')",19.745971966970256
27,"('oooh', 'oh', 'oh')",19.745971966970256
28,"('Mac', 'OS', 'X')",19.71116225477486
29,"('Mac', 'OS', 'x')",19.65313530953883
30,"('lock', 'up', 'freedom')",19.648361170343833
31,"('OS', 'X', 'Server')",19.584544479749724
32,"('article', 'Mac', 'OS')",19.576319712487987
33,"('raise', 'one', 'eyebrow')",19.343534504471048
34,"('bad', 'romance', 'Oh')",19.21364416483098
35,"('Mac', 'OS', '9')",19.090892885317746
36,"('break', 'anthey', 'just')",18.978353211629795
37,"('brother', 'lock', 'up')",18.886520907538596
38,"('the', 'United', 'States')",18.795224860811114
39,"('angel', 'and', 'Angels')",18.719650503918594
40,"('in', '-', 'law')",18.671769585967652
41,"('mon', 'dieu', 'I')",18.63876381233136
42,"('romance', 'Oh', 'oh')",18.634940654581506
43,"('ad', 'i', 'ad')",18.510644490306298
44,"('oh', 'oh', 'oh')",18.444802432249688
45,"('nothing', 'else', 'matter')",18.27976305534415
46,"('change', 'or', 'die')",18.02515028998169
47,"('Oh', 'oh', 'oh')",17.885375023635667
48,"('faster', 'on', 'Windows')",17.65700192558902
49,"('I', 'pray', 'mon')",17.316835717443997
50,"('“There', '’', 'no')",17.11135046679454
51,"('oh', 'oh', 'catch')",17.045532248829165
52,"('my', 'brother', 'lock')",16.572366519158034
53,"('to', 'la', 'push')",16.571461635384207
54,"('and', 'Angels', 'fall')",16.497258082582142
55,"('anthey', 'just', 'what')",16.474736665984285
56,"('“What', '’s', 'wrong')",16.322461405991874
57,"('young', 'lady', 'who')",16.271825235919515
58,"('dream', 'on', 'dream')",16.073613469973726
59,"(""'"", 'll', 'never')",16.011684934401046
60,"('love', 'i', 'Oooh')",15.860142986889567
61,"('lose', 'you', 'trust')",15.810330416500637
62,"('late', 'mister', 'Darcy')",15.731553220460672
63,"('“I', 'don', '’t')",15.637116488373614
64,"('roll', 'his', 'eye')",15.615134922393828
65,"('dear', 'mister', 'Bennet')",15.52612637831902
66,"('of', 'Lady', 'Catherine')",15.484493763132704
67,"(""'"", 'll', 'tell')",15.434990049663494
68,"('ran', 'I', 'ran')",15.316835717443993
69,"('his', 'golden', 'eyes')",15.249426976973197
70,"('against', 'his', 'chest')",15.227893815423556
71,"('a', 'deep', 'breath')",15.201815315389545
72,"('-lum', 'want', 'you')",15.046044216334916
73,"('you', 'bad', 'romance')",15.046044216334916
74,"('a', 'bad', 'romance')",15.035899658929377
75,"('turn', 'turn', 'turn')",14.957338058523838
76,"('around', 'his', 'neck')",14.9318443523618
77,"('Catherine', 'and', 'Lydia')",14.845181386002452
78,"('a', 'million', 'year')",14.788113026794512
79,"('shake', 'my', 'head')",14.73027900289837
80,"('a', 'great', 'deal')",14.670417984124757
81,"(""'"", 'll', 'get')",14.64431386875252
82,"('love', 'love', 'love')",14.62381675972474
83,"(""'"", 'll', 'see')",14.583312796620593
84,"('shake', 'his', 'head')",14.538180503875516
85,"('something', 'inside', 'i')",14.473169784887641
86,"('233', 'e', 'be')",14.46792255527296
87,"('don', '’t', 'know')",14.42719341899938
88,"('cry', 'I', 'pray')",14.386098379881108
89,"('the', 'operating', 'system')",14.378578108670617
90,"('say', 'miss', 'Bingley')",14.372872459735632
91,"('didn', '’t', 'look')",14.31114562809331
92,"('need', 'my', 'brother')",14.30151260886494
93,"('back', 'and', 'forth')",14.281320683382997
94,"('roll', 'my', 'eyes')",14.267154569522543
95,"('oh', 'oh', 'there')",14.258131933147205
96,"('no', 'matter', 'how')",14.233910013296548
97,"('deep', 'breath', 'and')",14.226462196905093
98,"('upon', 'my', 'word')",14.223478524935562
99,"('don', '’t', 'think')",14.193573742239671
100,"('less', 'and', 'less')",14.191271531563803
101,"('everyday', 'I', 'love')",14.170479187140081
102,"('no', 'idea', 'how')",14.088232558100913
103,"('gottum', 'do', 'what')",14.024001023264503
104,"('I', ""'"", 'll')",14.015205036789862
105,"('try', 'so', 'hard')",13.990145397545621
106,"('a', 'few', 'minute')",13.961649281789207
107,"('a', 'few', 'week')",13.928290684842779
108,"('so', 'far', 'away')",13.922471081675297
109,"('world', 'without', 'you')",13.874558700904991
110,"('Jacob', ""'s"", 'father')",13.854300663705406
111,"('don', '’t', 'want')",13.838478783417116
112,"('make', 'no', 'answer')",13.824445283903366
113,"('thousand', 'a', 'year')",13.779124243567264
114,"('half', 'a', 'hour')",13.744690746503391
115,"('we', ""'"", 'll')",13.735315890065646
116,"('mrs', 'Hurst', 'and')",13.698868941782084
117,"('by', 'no', 'mean')",13.583794833050138
118,"('up', 'freedom', 'it')",13.524464699945927
119,"('say', 'mrs', 'Bennet')",13.522015899041449
120,"('you', ""'"", 'll')",13.508699735846498
121,"('i', 'ad', 'i')",13.49804445352667
