,trigram,PMI
0,"('ky', 'oodle', 'doodle')",34.61965468331515
1,"('Arthur', 'Scott', 'Bailey')",32.27921110089493
2,"('a-tat-tat', 'Rat', 'a-tat-tat')",32.12780158698547
3,"('rue', 'Saint', 'Lazare')",31.397262261978696
4,"('Uncle', 'Jerry', 'Chuck')",30.595807941360782
5,"('Harun', 'al', 'Rashid')",30.51811665685308
6,"('&c', 'CATHERINE', 'VERNON')",30.328100237471304
7,"('Al', 'Mu', ""'ín"")",30.202043240372475
8,"(""'ín"", 'bin', 'Sáwí')",29.88278927978344
9,"('Mohamm', 'bin', 'Sulayman')",29.64832402614642
10,"('Sulayman', 'al', 'Zayni')",29.51811665685308
11,"('Fifth', 'Avenue', 'Hotel')",29.41176183167381
12,"('Fazl', 'bin', 'Khákán')",29.352868142620245
13,"('Pont', 'de', 'Neuilly')",28.992631577761085
14,"('Mu', ""'ín"", 'bin')",28.75725839769958
15,"('lord', 'St', 'Clair')",28.45642433444684
16,"('Worm', 'eat', 'Warbler')",28.434779340406863
17,"('Mrs', 'Johnson', 'Churchhill')",28.37988569325872
18,"('Anis', 'al', 'Jalis')",28.313498937244617
19,"('aide', 'de', '-camp')",27.975558064402147
20,"('Kut', 'al', 'Kulub')",27.840044751740447
21,"('Kut', 'al', '-Kulub')",27.752581910490104
22,"('Duc', 'de', 'Soria')",27.425590985037193
23,"('Ghanim', 'bin', 'Ayyub')",27.333759319672538
24,"('CHAPTER', 'SI', 'X')",27.19758991714233
25,"('Baron', 'de', 'Macumer')",26.603589287015186
26,"('Special', 'Investigator', 'Dundee')",26.445283776841645
27,"('Adeiu', 'Laura', 'letter')",26.34456483888903
28,"('Madome', 'de', 'Lanty')",26.329666565038654
29,"('Paul', 'de', 'Manerville')",26.308133403489016
30,"('bin', 'Sulayman', 'al')",26.25133011615818
31,"(""'r"", ""'"", 'ap')",26.21380410488269
32,"('Aunt', 'Polly', 'Woodchuck')",26.185234952685917
33,"('upper', 'Seymou', 'street')",26.17615853661082
34,"('de', 'l', 'Estorade')",26.085740982152565
35,"('Nu', 'al', 'Din')",25.915741225046236
36,"('al', 'Din', 'Ali')",25.798841932557107
37,"('De', 'Courcy', 'Churchhill')",25.73900996806324
38,"('Monsieu', 'de', 'Vargnes')",25.592700970872446
39,"('t', 't', 't')",25.54168818829261
40,"('little', 'Clock', '-with')",25.4239954009854
41,"('cousin', 'Jasper', 'Jay')",25.32372179696073
42,"('visit', 'librivox.org', 'record')",25.23852635924676
43,"('reg', ""'"", 'lar')",25.21380410488269
44,"('degree', 'below', 'zero')",25.206943714036882
45,"('O', 'Shaykh', 'Ibrahim')",25.175468020615785
46,"('Hotel', 'San', 'real')",25.12508795557552
47,"('John', 'C.', 'Drake')",25.082177410527358
48,"('miste', 'de', 'Sucy')",25.00340604935526
49,"('deep', 'forest', 'Throng')",24.969141411638972
50,"('Mme', 'de', 'l')",24.745608291887617
51,"('O', 'auspicious', 'King')",24.736662355403993
52,"('damsel', 'Anis', 'al')",24.725261304490594
53,"('', 'ky', 'oodle')",24.659411356610693
54,"('happy', 'Harry', 'gang')",24.586525390052504
55,"('Miss', 'Smith', 'Waters')",24.542980533888418
56,"('Ay', 'ay', 'sir')",24.298102339189356
57,"('Sir', 'James', 'Martin')",24.212089486837446
58,"('M.', 'de', 'Sucy')",24.160645791166456
59,"('shock', 'wave', 'deflector')",24.128703553279863
60,"('lady', 'SUSAN', 'VERNON')",24.12421392457027
61,"('Your', 'ever', 'S.')",24.094786529757506
62,"('by', 'Arthur', 'Scott')",24.089967922252843
63,"('Laurentina', ""'s"", 'skeleton')",24.05360064514406
64,"('steel', 'wind', 'shield')",24.04081029175694
65,"('please', 'visit', 'librivox.org')",23.966909900947662
66,"('-', 'Wise', 'face')",23.85471399964349
67,"('Mu', ""'"", 'ín')",23.465342871878654
68,"('brown', 'silk', 'summer')",23.425759764247882
69,"('seventy', 'five', 'cent')",23.418306710560593
70,"('volunteer', 'please', 'visit')",23.411694743620558
71,"('O', 'Ja', 'afar')",23.409439960847113
72,"('yes', 'ma', ""'am"")",23.388553532142765
73,"('Sir', 'Walter', 'Elliot')",23.375879702107657
74,"('Master', 'Meadow', 'MOUSE')",23.22162360934199
75,"('Judge', 'Hugo', 'Marshall')",23.219012395885457
76,"('Master', 'Meadow', 'Mouse')",23.11700264663129
77,"('silk', 'summer', 'coat')",23.08911016365375
78,"('Doctor', 'Parcival', 'begin')",23.087961322453676
79,"('Captain', 'Will', 'Ratlin')",22.93873260963579
80,"('ever', 'S.', 'VERNON')",22.862125772967232
81,"('church', 'male', 'Mouse')",22.83884154871003
82,"('ten', 'thousand', 'dinar')",22.69847699304391
83,"('little', 'robber', 'maie')",22.51710480537689
84,"('Ho', 'ho', ""'"")",22.491338080411605
85,"('thou', 'hast', 'kil')",22.48248100370768
86,"('Vale', 'of', 'Uske')",22.456420140572003
87,"('by', 'Jane', 'Austen')",22.40184235247628
88,"('O', 'Anis', 'al')",22.362691225105884
89,"('black', 'ey', 'Susan')",22.28676419312995
90,"('Swift', 'construction', 'company')",22.190174710409003
91,"('Allin', 'a', 'Dale')",22.163962154395385
92,"('in', 'self-', 'defence')",22.12079598133936
93,"('left', 'hind', 'foot')",22.10970652639451
94,"('l', ""'"", 'Estorade')",22.09902065763284
95,"('lady', 'De', 'Courcy')",22.075894901251445
96,"('Ole', 'think', 'box')",22.0099949730727
97,"('black', 'pansy', 'eyes')",22.008214848035077
98,"('d', ""'"", 'Albon')",21.976764907581845
99,"('church', 'female', 'Mouse')",21.887751149190983
100,"('distraught', 'the', 'Thrall')",21.88323161066523
101,"('Ja', ""'"", 'afar')",21.845939725828472
102,"('prairie', 'dog', 'village')",21.758750926755972
103,"('district', 'attorney', ""'s"")",21.517547744903844
104,"('s', ""'pose"", 'we')",21.338104934835584
105,"('a', 'abscessed', 'tooth')",21.257071558786865
106,"('five', 'thousand', 'franc')",21.23141647977725
107,"('long', 'Bill', 'Wren')",21.231060564882007
108,"('dat', ""'s"", 'whut')",21.160515849060566
109,"('de', 'San', 'real')",21.120995200941636
110,"('well', 'ma', ""'am"")",21.035537759471314
111,"('the', 'Tall', 'Enemy')",21.035234704110273
112,"('a', 'hackney', 'coach')",21.00610998525364
113,"('Edgar', ""'s"", 'building')",20.99615037296015
114,"('San', 'it', 'sa-rish')",20.966959065356612
115,"('librivox.org', 'record', 'by')",20.94481391404864
116,"('from', 'planet', 'x')",20.92710892083075
117,"('bread', 'fruit', 'tree')",20.91944166846637
118,"('Don', 'Leonardo', ""'s"")",20.822402326432265
119,"('Judge', 'Marshall', 'Dundee')",20.68207141002724
120,"('in', 'musical', 'comedy')",20.674401885804812
121,"('Clock', '-with', 'the')",20.66083918932878
122,"('visit', 'librivox.org', 'read')",20.65085711281438
123,"('miste', 'd', ""'"")",20.552738625075747
124,"('lord', 'Nu', 'al')",20.543415277454944
125,"('the', 'Homicide', 'Squad')",20.46819411138638
126,"('Chamber', 'of', 'commerce')",20.467915779409836
129,"('recording', 'all', 'librivox')",20.464425741672166
128,"('librivox', 'recording', 'all')",20.464425741672166
127,"('all', 'librivox', 'recording')",20.464425741672166
130,"('Palace', 'of', 'Tears')",20.37153124298549
131,"('Ann', 'and', 'Hannah')",20.320306954911175
132,"('Henri', 'de', 'marsay')",20.318187068152938
133,"('old', 'horse', 'Ebenezer')",20.24137369904134
134,"('public', 'domain', 'for')",20.21692084159477
135,"('Tom', 'Swift', 'Jr')",20.147877874258022
136,"('the', 'Inchcape', 'Rock')",20.14626601649902
137,"('twenty', 'five', 'cent')",20.096378615673235
138,"('the', 'Rocky', 'Mountains')",20.058803175248677
139,"('exclaim', 'Joe', 'Blunt')",20.04349809793976
140,"('Thrall', 'o', ""'"")",20.016095946926843
141,"('mister', 'De', 'Courcy')",19.990525399730313
142,"('librivox.org', 'this', 'reading')",19.987871325840995
143,"('i', 'O', 'auspicious')",19.926615837340123
144,"('I', 's', ""'pose"")",19.90952494059007
145,"('old', 'dog', 'Spot')",19.88965032352543
146,"('ma', ""'am"", 'say')",19.834724673656012
147,"('SUSAN', 'to', 'Mrs')",19.823379638586793
148,"('t', ""'"", 'git')",19.797639940149566
149,"('the', 'United', 'States')",19.795768769414885
150,"('Tody', 'the', 'Clown')",19.786370071412644
151,"('o', ""'"", 'clock')",19.689992176068287
152,"('Joseph', 'Bumble', ""'s"")",19.66128322236529
153,"('M.', 'd', ""'"")",19.616868962495463
154,"('to', 'Mrs', 'Johnson')",19.600987217250346
155,"('its', 'hind', 'leg')",19.23280871725957
156,"('to', 'Breakaway', 'Inn')",19.198549754751134
157,"('rat', 'and', 'mice')",19.15622283205792
158,"('inch', 'in', 'diameter')",19.084622368785876
159,"('beg', 'you', 'pardon')",19.038794774669046
160,"('la', 'Zambinella', ""'s"")",19.02503149294728
161,"('my', 'collar', 'button')",19.024380881878766
162,"('young', 'bank', 'clerk')",18.973028815863643
163,"('I', 'haven', ""'t"")",18.965020053181775
164,"('auspicious', 'King', 'that')",18.95514073232966
165,"('Bless', 'my', 'collar')",18.93584420727711
166,"('fore', 'and', 'aft')",18.930907015514713
167,"('his', 'motor', 'cycle')",18.92996240000806
168,"('Courcy', 'Churchhill', 'my')",18.88403414149326
169,"('Rusty', 'Wren', ""'s"")",18.85720343234055
170,"('Selim', ""'s"", 'bedroom')",18.85545577005428
171,"('the', 'district', 'attorney')",18.83260553759526
172,"('the', 'pump', '-room')",18.776316406748712
173,"('a', 'Hill-top', 'novel')",18.724576477959843
174,"('attorney', ""'s"", 'office')",18.64760828546822
175,"('a', 'Maxim', 'silencer')",18.64353990586893
176,"('twenty', 'four', 'hour')",18.642560510609034
177,"('Miss', 'Crain', 'Dundee')",18.61643326390696
178,"('of', 'Don', 'Leonardo')",18.581365632085486
179,"('Lady', 'Russell', ""'s"")",18.57199552892622
180,"('the', 'physician', 'Douban')",18.56130351577786
181,"('his', 'mule', 'Boomerang')",18.553780836546238
182,"('wagge', 'his', 'tail')",18.524323598731467
183,"('three', 'thousand', 'dollar')",18.51229475953856
184,"('mister', 'Damon', 'Bless')",18.44071756331669
185,"('Monsieu', 'Valmont', ""'"")",18.419908222333813
186,"('about', 'fifty', 'yard')",18.371984251924943
187,"('the', 'conning', 'tower')",18.347178710425016
188,"('of', 'Wine', 'Creek')",18.346900378448474
189,"('mister', 'deer', 'Mouse')",18.34123532390497
190,"('VERNON', 'to', 'Mrs')",18.30692591579593
191,"('Meadow', 'Mouse', 'family')",18.29690106333816
192,"('mister', 'Meadow', 'Mouse')",18.294419571787415
193,"('d', ""'"", 'ye')",18.281884714782652
194,"('I', 'don', ""'t"")",18.228054459015567
195,"('de', 'l', ""'"")",18.197738708582737
196,"('gallon', 'of', 'oil')",18.176312221379266
197,"('SUSAN', 'VERNON', 'to')",18.175681382517674
198,"('about', 'eleven', 'o')",18.162203261668516
199,"('tall', 'dark', 'girl')",18.160781236241014
200,"('ma', ""'am"", 'I')",18.15766513112417
201,"('Lois', 'Dunlap', ""'s"")",18.090126521169164
202,"('hast', 'kil', 'my')",18.077863212149538
203,"('and', 'Shahrazad', 'perceive')",18.071919325041783
204,"('you', 'don', ""'t"")",18.066115380668553
205,"('gun', 'equip', 'with')",18.06089642599268
206,"('three', 'happy', 'child')",18.0170799821881
207,"('mister', 'Je', 'Crow')",18.011757687805474
208,"('convenient', 'distance', 'from')",18.000318767784535
209,"('a', 'librivox', 'recording')",17.934996257630218
210,"('in', '-', 'law')",17.928755408331053
211,"('Rover', 'and', 'Brownie')",17.915800123124498
212,"('the', '-', 'Wise')",17.898338503055438
213,"('mister', 'de', 'Courcy')",17.870408848756952
214,"('my', 'dear', 'Alicia')",17.844921664030906
215,"('my', 'dear', 'Charlotte')",17.844921664030906
216,"('faster', 'and', 'faster')",17.832150334985357
217,"('Herminia', 'Barton', ""'s"")",17.826064920531653
218,"('the', 'Fifth', 'Avenue')",17.81284228277383
219,"('hither', 'and', 'thither')",17.808884919207983
220,"('burst', 'into', 'tear')",17.801817470857124
221,"('and', 'Shaykh', 'Ibrahe')",17.797657663784733
222,"('six', 'foot', 'high')",17.77985547327702
223,"('farmer', 'Green', ""'s"")",17.757835037477385
224,"('thousand', 'year', 'ago')",17.743108474556074
225,"('De', 'CHAULIEU', 'to')",17.740499366512196
226,"('few', 'hundred', 'yard')",17.724107800722667
227,"('Fatty', 'Coon', '')",17.719714615918935
228,"('of', 'vital', 'importance')",17.71688060274197
229,"('the', 'Winesburg', 'Eagle')",17.703624055825575
230,"('Fatty', 'Coon', ""'s"")",17.698866405173447
231,"('Lady', 'Susan', ""'s"")",17.67252240488019
232,"('his', 'hunting', 'bag')",17.663568982084353
233,"('new', 'Willard', 'house')",17.595958877972535
234,"('within', 'five', 'minute')",17.571556690067478
235,"('sooner', 'or', 'later')",17.53612217004973
236,"('Shahrazad', 'perceive', 'the')",17.535308307244918
237,"('nine', 'o', ""'"")",17.513595606397654
238,"('crow', ""'s"", 'nest')",17.491358220922983
239,"('shrugge', 'his', 'shoulder')",17.48953463086451
240,"('-', 'law', ""'s"")",17.438302066051936
241,"('the', 'Fir', 'Tree')",17.433924209301644
242,"('eleven', 'o', ""'"")",17.43113344620569
243,"('Miss', 'Blake', ""'s"")",17.42862246557502
244,"('the', 'pacific', 'ocean')",17.421373254633394
245,"('librivox', 'recording', 'be')",17.401057759933522
246,"('on', 'main', 'stroot')",17.400356942338405
247,"('Winesburg', 'Eagle', 'and')",17.392238167067486
248,"('the', 'public', 'domain')",17.389153849221035
249,"('heaven', ""'s"", 'sake')",17.368167693657234
250,"('the', 'south', 'Seas')",17.351850150148913
251,"('Carolyn', 'Drake', ""'s"")",17.351312502610597
252,"('pity', ""'s"", 'sake')",17.348083447613906
253,"('say', 'De', 'marsay')",17.341046725137602
254,"('in', 'New', 'York')",17.33845294728983
255,"('my', 'dearest', 'creature')",17.32775914852421
256,"('of', 'Kellynch', 'Hall')",17.297990777967527
