,trigram,PMI
0,"('-um', 'doodle', 'doo')",33.79614859267184
1,"('Cock', '-um', 'doodle')",33.43357851328713
2,"('Von', 'der', 'Herts')",31.47749562981734
3,"('chinny', 'chin', 'chin')",28.30429549634217
4,"('Norman', 'Fraser', 'Freer')",27.915003409899874
5,"('Dr', 'Parke', 'Alden')",26.77890670736419
6,"('Captain', 'Fraser', 'Freer')",26.777499886149947
7,"('Madame', 'de', 'Coulevain')",26.516040673479104
8,"('grand', 'Babylon', 'Hôtel')",26.330151924148648
9,"('visit', 'librivox.org', 'record')",25.69239351460687
10,"('Sir', 'Thomas', 'Ashby')",25.676007714791737
11,"('by', 'Arnold', 'Bennett')",24.993093808047867
12,"('please', 'visit', 'librivox.org')",24.349223741157196
13,"('mister', 'Herbert', 'Calvert')",24.338810112866362
14,"('volunteer', 'please', 'visit')",24.116562984366922
15,"('Bo', ""'sun"", ""'s"")",23.923509401031673
16,"('warp', 'drive', 'shift')",23.595912344566838
17,"('Noah', ""'s"", 'ark')",23.283505536752557
18,"(""'sun"", ""'s"", 'mate')",23.25549116058296
19,"('Johnny', 'Crow', ""'s"")",22.885541550832652
20,"('Portland', 'place', 'murder')",22.845227414317826
21,"('small', 'Wee', 'bear')",22.814607659856073
22,"('German', 'south', 'West')",22.76518749667281
23,"('Knight', ""'s"", 'Cross')",22.646075616137264
24,"('Crow', ""'s"", 'Garden')",22.496499260086754
25,"('mister', 'Sampson', 'Levi')",22.39009426835881
26,"('mrs', 'Sampson', 'Levi')",22.189959007460125
27,"('little', 'toy', 'seller')",22.070440354716652
28,"('Astrogator', 'first', 'class')",21.923656923404202
29,"('Luke', ""'s"", 'Square')",21.853120073140275
30,"('Beta', 'and', 'Gamma')",21.608813353620985
31,"('St', 'Luke', ""'s"")",21.582229134112637
32,"('St', 'Asaph', ""'s"")",21.51921933658684
33,"('mussel', 'and', 'cockle')",21.479530336676017
34,"('author', ""'s"", 'preface')",21.383041210303464
35,"('young', 'Fraser', 'Freer')",21.375844598791844
36,"('my', 'chinny', 'chin')",21.374309171311022
37,"('Legend', 'of', 'Charlemagne')",21.31391456263146
38,"('librivox.org', 'record', 'by')",21.241481437917262
39,"('St', 'Michael', ""'s"")",21.011072432916507
40,"('Suan', 'Isco', 'who')",20.981890398626554
41,"('five', 'thousand', 'dollar')",20.962781575678857
42,"('in', 'Johnny', 'Crow')",20.878563396267086
44,"('librivox', 'recording', 'all')",20.854083811072137
45,"('recording', 'all', 'librivox')",20.854083811072137
43,"('all', 'librivox', 'recording')",20.854083811072137
46,"('Inca', 'of', 'Peru')",20.790352606574448
47,"('carbonate', 'of', 'lime')",20.776480431992887
48,"('the', 'Dyve', 'Burn')",20.774642986047887
49,"('Oh', 'Uncle', 'Sam')",20.7477326423203
50,"('Wive', ""'"", 'tale')",20.631321458869206
51,"('in', 'Adelphi', 'Terrace')",20.49807140888512
52,"('the', 'Widow', 'Hullins')",20.343663942900015
53,"('Ezra', 'Brunt', ""'s"")",20.142149687507015
54,"('the', 'Bo', ""'sun"")",20.137213065432597
55,"('central', 'and', 'Suburban')",20.116960257291304
56,"('college', 'of', 'Sages')",20.09152214129501
57,"('the', 'Recreation', 'Lounge')",20.05921055343132
58,"('I', 's', ""'pose"")",20.051271861352006
59,"('the', 'United', 'States')",20.027030147682165
60,"('St', 'Paul', ""'s"")",20.02617932530672
61,"('the', 'Mozart', 'trio')",20.021735848012657
62,"('the', 'Eighth', 'Color')",19.985209971987544
63,"('little', 'small', 'Wee')",19.961066488840487
64,"('by', 'mutual', 'consent')",19.884569351269697
65,"('Mdlle', 'Reuter', ""'s"")",19.87200839517896
66,"('five', 'bar', 'gate')",19.81932878559773
67,"('the', 'Silent', 'One')",19.722175566153748
68,"('the', 'Ambermere', 'Arm')",19.72217556615374
69,"('of', '15', 'lb')",19.71697942024422
70,"('the', 'Sports', 'Club')",19.663281877100182
71,"('public', 'domain', 'for')",19.57897774544222
72,"('Pig', 'little', 'Pig')",19.554578692499266
73,"('Asaph', ""'s"", 'road')",19.52861803458909
74,"('Crow', ""'s"", 'garden')",19.505897958088998
75,"('thirty', 'five', 'pound')",19.475186911825897
76,"('chin', 'chin', 'then')",19.428290234492902
77,"('half', 'past', 'eleven')",19.42346834801958
78,"('secretary', 'and', 'Steward')",19.375193676861283
79,"('fifteen', 'year', 'ago')",19.216419911519463
80,"('great', 'huge', 'bear')",19.171900480848798
81,"('on', 'Christmas', 'Eve')",19.133032636216473
82,"('said', 'mrs', 'Baine')",19.063393564528134
83,"('Hermy', 'and', 'Ursy')",19.046570929399916
84,"('o', ""'"", 'clock')",18.91367767263936
85,"('five', 'hundred', 'pound')",18.854245113999177
86,"('Master', 'Bloomfield', ""'s"")",18.83958691748658
87,"('said', 'mrs', 'Dallas')",18.79262350991473
88,"('beg', 'you', 'pardon')",18.760309595692377
89,"('sooner', 'or', 'later')",18.717053750158783
90,"(""'"", 'Captain', 'Arcoll')",18.71621035645572
91,"('clench', 'his', 'fist')",18.65013848932142
92,"('five', 'pound', 'note')",18.63693798182251
93,"('six', 'week', 'ago')",18.589096909074666
94,"('the', 'Gy', 'ei')",18.573783726261077
95,"('twenty', 'four', 'hour')",18.546388796788
96,"('half', 'past', 'nine')",18.51093118926992
97,"('mister', 'Theodore', 'Racksole')",18.461896538720875
98,"('Olga', 'Bracely', 'and')",18.38481167942288
99,"('Aribert', 'of', 'Posen')",18.36554733104678
100,"('of', 'Reginald', 'Dimmock')",18.335594108945156
101,"('into', 'warp', 'drive')",18.32969902806554
102,"('the', 'Vril', 'yum')",18.30432305126785
103,"('the', 'Deputy', 'Mayor')",18.262743947516444
104,"('the', 'Agony', 'column')",18.24104887641713
105,"('faster', 'than', 'light')",18.22148514718688
106,"('the', 'Vril', 'ya')",18.198613610096736
107,"('the', 'mantel', 'shelf')",18.125240423766517
108,"('seven', 'year', 'ago')",18.124789436053906
109,"('a', 'Orphan', 'asylum')",18.104848187178714
110,"('a', 'librivox', 'recording')",18.067853979696512
111,"('in', '-', 'law')",18.061205926346847
112,"('half', 'past', 'eight')",18.05149957063262
113,"('of', 'North', 'Wales')",18.02481786021146
114,"('to', 'Scotland', 'Yard')",18.02244594324205
115,"('admit', 'mister', 'Carlyle')",18.021327923010194
116,"('Miss', 'Katherine', 'Trent')",18.00498881953595
117,"('in', 'South', 'Africa')",17.98041884312339
118,"('a', 'Angel', 'Kiss')",17.962243791735915
