,trigram,PMI
0,"('Red-', 'Head', 'LEAGUE')",33.87928175122461
1,"('bi-', 'Coloure', 'Python')",30.843099414917962
2,"('Coloure', 'Python', 'Rock')",30.631354237781018
3,"('Python', 'Rock', 'Snake')",30.470889565587775
4,"('H.', 'P', 'Lovecraave')",30.37920814808996
5,"('Charles', 'le', 'Sorcier')",30.347635065035902
6,"('H.', 'P', 'Lovecraft')",30.279672474539048
7,"('Saxe', 'Coburg', 'Square')",30.124394249061133
8,"('gree', 'greasy', 'Limpopo')",29.720852388620123
9,"('armou', 'rang', 'rattling')",29.48925613995383
10,"('hello', 'Hello', 'hello')",29.101674172561054
11,"('misteRS', 'EYNSFORD', 'HILL')",28.26295507959411
12,"('Suleiman', 'bin', 'Daoud')",27.920608613513544
13,"('Sir', 'Percival', 'Glyde')",27.802975131085347
14,"('ow', 'ow', 'oo')",27.057280053202604
15,"('rue', 'd', '’Auseil')",26.986485985501872
16,"('ah', 'ah', 'ow')",26.84310813867112
17,"('Pickwick', 'Esq.', 'G.')",26.80960822341779
18,"('greasy', 'Limpopo', 'river')",26.7329252209207
19,"('ah', 'ow', 'ow')",26.609821076231377
20,"('Wet', 'wild', 'Woods')",26.45221838313876
21,"('Samuel', 'Pickwick', 'Esq.')",26.13153631830515
22,"('Miss', 'Mary', 'Sutherland')",25.876466735617548
23,"('visit', 'librivox.org', 'record')",25.635387740266626
24,"('grey', 'gree', 'greasy')",25.60815225587076
25,"('de', 'la', 'Zouche')",25.429543528791147
26,"('de', 'Bois', 'Guilbert')",25.422407347509527
27,"('de', 'la', 'Tremouille')",25.365413191371438
28,"('middle', 'class', 'morality')",25.343228850984392
29,"('Brian', 'de', 'Bois')",25.252482346067215
30,"('Ah', 'ah', 'ah')",25.240443636216508
31,"('Tottenham', 'court', 'road')",25.072386945592804
32,"('LI', 'Z', 'A')",24.99957598494231
33,"('Sir', 'Thomas', 'Clubber')",24.97985289316943
34,"('please', 'visit', 'librivox.org')",24.840558687109613
35,"('volonteer', 'please', 'visit')",24.840558687109613
36,"('pink', 'sloth', 'creature')",24.810759360973254
37,"('narrow', 'oblong', 'box')",24.7369720539834
38,"('volunteer', 'please', 'visit')",24.362511390304967
39,"('aegis', 'bear', 'Jove')",24.006716794763786
40,"('lord', 'John', 'Roxton')",23.890326618291574
41,"('eight', 'o', '’clock')",23.83278566730326
42,"('Miss', 'EYNSFORD', 'HILL')",23.806440944339105
43,"('Payah', 'kun', ""'"")",23.731087662691426
44,"('Reginald', 'front', 'de')",23.489804053608623
45,"('front', 'de', 'Boeuf')",23.489804053608623
46,"('white', 'kid', 'glove')",23.462333463908816
47,"('miste', 'de', 'Treville')",23.34465463120464
48,"('rang', 'rattling', 'round')",23.33950902044915
49,"('Pope', '’s', 'court')",23.235157227953177
50,"('O', 'best', 'beloved')",23.18132131714597
51,"(""'"", 'satiable', 'curtiosity')",23.06039528794438
52,"('M.', 'de', 'Treville')",23.030049877123133
53,"('yellow', 'dog', 'Dingo')",22.92381582211088
54,"('six', 'o', '’clock')",22.79802024914258
55,"('shark', ""'s"", 'tooth')",22.798012322268526
56,"('mister', 'Jabez', 'Wilson')",22.68154685168559
57,"('by', 'H.', 'P')",22.466900929358523
58,"('Philip', 'de', 'Malvoisin')",22.45601574015234
59,"('little', 'pink', 'sloth')",22.39244672966155
60,"('M', ""'"", 'ling')",22.34579750680663
61,"('Monsieu', 'de', 'Treville')",22.332270906748807
62,"('upper', 'middle', 'class')",22.248711252200106
63,"('mister', 'Hosmer', 'Angel')",22.208309433523265
64,"('M.', 'de', 'la')",22.203475449311306
65,"('carpenter', 'from', 'Hickleybrow')",22.07525447502551
66,"('cast', 'anxious', 'glance')",22.053342459825505
67,"('Merchant', 'of', 'Venice')",21.640820142354972
68,"('Sir', 'Brian', 'de')",21.594722010983933
69,"('s', ""'"", 'prise')",21.453406480893225
70,"('time', 'graciously', 'wave')",21.370461225953914
71,"('warm', 'white', 'milk')",21.369693763262617
72,"('say', 'hello', 'Hello')",21.35627995632427
73,"('mister', 'Tracy', 'Tupman')",21.354718510495093
74,"('“my', 'dear', 'fellow')",21.35441359766697
75,"('don', '’t', 'know')",21.11670543222257
76,"('the', 'Red-', 'Head')",21.05839050860137
77,"('mister', 'Teddy', 'Henfrey')",20.977696505381843
78,"('say', 'Stickly', 'Prickly')",20.939740431880193
79,"('of', 'Green', 'Porcelain')",20.73392954674645
80,"('librivox.org', 'record', 'by')",20.669499481330348
81,"('“the', 'Coroner', 'what')",20.54559394287477
82,"('the', 'Encyclopaedia', 'Britannica')",20.47342800788021
83,"('all', 'librivox', 'recording')",20.443470129468707
84,"('recording', 'all', 'librivox')",20.443470129468707
85,"('mister', 'Duncan', 'Ross')",20.36517828214012
86,"('librivox', 'recording', 'all')",20.358581231882198
